GlobalId,Name,Entity,ObjectType,Length [m],Length Source,Largest Surface Area [m^2],Area Source,Volume [m^3],Volume Source
1a1$QVmKz8nRXZVkIMOOro,Pfosten rechteckig:Forster 60 x 130:2668643,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.24,(P1) IFC Quantities,0.2728,(P2) Bounding Box Surface,0.013,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOt2,Pfosten rechteckig:Forster 60 x 130:2668755,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.9102,(P1) IFC Quantities,0.2002,(P2) Bounding Box Surface,0.0095,(P1) IFC Quantities
1RSpNUafD2EO7VqckljMtb,Pfosten rechteckig:Forster 60 x 130:2684112,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.33,(P1) IFC Quantities,0.0726,(P2) Bounding Box Surface,0.0035,(P1) IFC Quantities
1RSpNUafD2EO7VqckljMta,Pfosten rechteckig:Forster 60 x 130:2684113,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.33,(P1) IFC Quantities,0.0726,(P2) Bounding Box Surface,0.0035,(P1) IFC Quantities
1RSpNUafD2EO7VqckljMtd,Pfosten rechteckig:Forster 60 x 130:2684114,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.33,(P1) IFC Quantities,0.0726,(P2) Bounding Box Surface,0.0035,(P1) IFC Quantities
1RSpNUafD2EO7VqckljMtc,Pfosten rechteckig:Forster 60 x 130:2684115,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.33,(P1) IFC Quantities,0.0726,(P2) Bounding Box Surface,0.0035,(P1) IFC Quantities
1RSpNUafD2EO7VqckljMv_,Pfosten rechteckig:Forster 60 x 130:2684747,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.59,(P1) IFC Quantities,0.1298,(P2) Bounding Box Surface,0.0062,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWG6s,Pfosten rechteckig:Forster 60 x 130:2926534,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.553,(P1) IFC Quantities,0.1012,(P2) Bounding Box Surface,0.0043,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWG6t,Pfosten rechteckig:Forster 60 x 130:2926535,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.61,(P1) IFC Quantities,0.1342,(P2) Bounding Box Surface,0.0064,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWG6u,Pfosten rechteckig:Forster 60 x 130:2926536,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.61,(P1) IFC Quantities,0.1342,(P2) Bounding Box Surface,0.0064,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWG6v,Pfosten rechteckig:Forster 60 x 130:2926537,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.61,(P1) IFC Quantities,0.1342,(P2) Bounding Box Surface,0.0064,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWG6w,Pfosten rechteckig:Forster 60 x 130:2926538,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.61,(P1) IFC Quantities,0.1342,(P2) Bounding Box Surface,0.0064,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWGy7,Pfosten rechteckig:Forster 60 x 130:2926967,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.205,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWGy8,Pfosten rechteckig:Forster 60 x 130:2926968,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.205,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWGy9,Pfosten rechteckig:Forster 60 x 130:2926969,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.205,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWGyA,Pfosten rechteckig:Forster 60 x 130:2926970,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.205,(P1) IFC Quantities,0.0462,(P2) Bounding Box Surface,0.0021,(P1) IFC Quantities
2w96LHGif6cByum1oIr6BE,Pfosten rechteckig:Forster 60 x 130:2976345,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.9498,(P1) IFC Quantities,0.209,(P2) Bounding Box Surface,0.01,(P1) IFC Quantities
2w96LHGif6cByum1oIr6BD,Pfosten rechteckig:Forster 60 x 130:2976346,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.9498,(P1) IFC Quantities,0.209,(P2) Bounding Box Surface,0.01,(P1) IFC Quantities
2w96LHGif6cByum1oIr6BC,Pfosten rechteckig:Forster 60 x 130:2976347,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.9498,(P1) IFC Quantities,0.209,(P2) Bounding Box Surface,0.01,(P1) IFC Quantities
2w96LHGif6cByum1oIr6Bc,Pfosten rechteckig:Forster 60 x 130:2976369,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.9498,(P1) IFC Quantities,0.209,(P2) Bounding Box Surface,0.01,(P1) IFC Quantities
3qs$JNkU1AWB7$lMn8qHfZ,Pfosten rechteckig:Forster 60 x 130:3167192,IfcMember,Pfosten rechteckig:Forster 60 x 130,1.24,(P1) IFC Quantities,0.2728,(P2) Bounding Box Surface,0.013,(P1) IFC Quantities
3QtOvTbm19TPZSu7fALoOj,Pfosten rechteckig:Forster 60 x 130:4313931,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.245,(P1) IFC Quantities,0.0528,(P2) Bounding Box Surface,0.0026,(P1) IFC Quantities
3QtOvTbm19TPZSu7fALoOg,Pfosten rechteckig:Forster 60 x 130:4313932,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.245,(P1) IFC Quantities,0.0528,(P2) Bounding Box Surface,0.0026,(P1) IFC Quantities
3QtOvTbm19TPZSu7fALoOh,Pfosten rechteckig:Forster 60 x 130:4313933,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.245,(P1) IFC Quantities,0.0528,(P2) Bounding Box Surface,0.0026,(P1) IFC Quantities
0ZzP3AmuX4ix1paC8TR1mo,Pfosten rechteckig:Forster 60 x 130:4480878,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.1562,(P1) IFC Quantities,0.0198,(P2) Bounding Box Surface,0.0006,(P1) IFC Quantities
2zVzJ4Gmr9gfyEKccJY9sb,Pfosten rechteckig:Forster 60 x 130:4482756,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.52,(P1) IFC Quantities,0.1144,(P2) Bounding Box Surface,0.0054,(P1) IFC Quantities
3Tl93bZh9AKvEk_k3O$1j8,Pfosten rechteckig:Forster 60 x 130:4702468,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.1128,(P1) IFC Quantities,0.0242,(P2) Bounding Box Surface,0.0012,(P1) IFC Quantities
2I5zhhgbX0S9rytdIBc62X,Pfosten rechteckig:Forster 60 x 130:4792789,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.28,(P1) IFC Quantities,0.0616,(P2) Bounding Box Surface,0.0029,(P1) IFC Quantities
2I5zhhgbX0S9rytdIBc62Y,Pfosten rechteckig:Forster 60 x 130:4792790,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.28,(P1) IFC Quantities,0.0616,(P2) Bounding Box Surface,0.0029,(P1) IFC Quantities
3PWHFytv17WhIUZKhS_$VS,Pfosten rechteckig:Forster 60 x 130:4852204,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.16,(P1) IFC Quantities,0.0352,(P2) Bounding Box Surface,0.0017,(P1) IFC Quantities
3PWHFytv17WhIUZKhS_$If,Pfosten rechteckig:Forster 60 x 130:4852269,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.1777,(P1) IFC Quantities,0.0242,(P2) Bounding Box Surface,0.0009,(P1) IFC Quantities
2AYF$XP1H9RA80N2_oBb2j,Pfosten rechteckig:Forster 60 x 130:4853087,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.45,(P1) IFC Quantities,0.099,(P2) Bounding Box Surface,0.0047,(P1) IFC Quantities
245cPaHQH0cO3zXC4SJb1v,Pfosten rechteckig:Forster 60 x 130:4853478,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.6176,(P1) IFC Quantities,0.1364,(P2) Bounding Box Surface,0.0063,(P1) IFC Quantities
3oUOXVDyf9Re7TETQki1a3,Pfosten rechteckig:Forster 60 x 130:5534138,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.245,(P1) IFC Quantities,0.055,(P2) Bounding Box Surface,0.0026,(P1) IFC Quantities
3oUOXVDyf9Re7TETQki1a2,Pfosten rechteckig:Forster 60 x 130:5534139,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.245,(P1) IFC Quantities,0.0528,(P2) Bounding Box Surface,0.0026,(P1) IFC Quantities
3oUOXVDyf9Re7TETQki1a5,Pfosten rechteckig:Forster 60 x 130:5534140,IfcMember,Pfosten rechteckig:Forster 60 x 130,0.245,(P1) IFC Quantities,0.0528,(P2) Bounding Box Surface,0.0026,(P1) IFC Quantities
0foM5uUXf3UBf6TLj8DTUQ,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:2355404,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
0foM5uUXf3UBf6TLj8DTU6,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:2355408,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
0foM5uUXf3UBf6TLj8DTU4,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:2355410,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
0foM5uUXf3UBf6TLj8DTU5,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:2355411,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
0foM5uUXf3UBf6TLj8DTUF,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:2355417,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
0foM5uUXf3UBf6TLj8DTUD,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:2355419,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
0foM5uUXf3UBf6TLj8DTUA,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:2355420,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.48,(P1) IFC Quantities,0.0432,(P2) Bounding Box Surface,0.0026,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOs5,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:2668692,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.5117,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
3mpJQE9LnFVuDsMR9o0UnW,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:3436604,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
3mpJQE9LnFVuDsMR9o0UnY,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:3436606,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
3mpJQE9LnFVuDsMR9o0UnZ,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:3436607,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
19HqWUPMj9XhFWi4CH09Iy,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:4817111,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
3FSUdCYMP6oPsahVssyWfY,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:4836545,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.5117,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
3FSUdCYMP6oPsahVssyWlJ,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten:4836720,IfcMember,Pfosten rechteckig:Forster 60 x 90 - Nur Pfosten,0.51,(P1) IFC Quantities,0.0459,(P2) Bounding Box Surface,0.0028,(P1) IFC Quantities
3pJOH7TkT6DO1BGpL4Z68y,Pfosten rechteckig:Forster 60 x 90:1123949,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.7231,(P1) IFC Quantities,0.2924,(P2) Bounding Box Surface,0.0133,(P1) IFC Quantities
1M0IkpSebDA9PfC2a2adUL,Pfosten rechteckig:Forster 60 x 90:1386843,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1M0IkpSebDA9PfC2a2adUi,Pfosten rechteckig:Forster 60 x 90:1386850,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.975,(P1) IFC Quantities,0.1666,(P2) Bounding Box Surface,0.0076,(P1) IFC Quantities
3LabeDjw1FVObLvE4ql29Y,Pfosten rechteckig:Forster 60 x 90:1609051,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
3LabeDjw1FVObLvE4ql29c,Pfosten rechteckig:Forster 60 x 90:1609055,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
3LabeDjw1FVObLvE4ql29P,Pfosten rechteckig:Forster 60 x 90:1609056,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
0GbFx5LbvBLR0URad5j2MI,Pfosten rechteckig:Forster 60 x 90:1731257,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.7417,(P1) IFC Quantities,0.1139,(P2) Bounding Box Surface,0.0052,(P1) IFC Quantities
0GbFx5LbvBLR0URad5j22x,Pfosten rechteckig:Forster 60 x 90:1732496,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.7417,(P1) IFC Quantities,0.1139,(P2) Bounding Box Surface,0.0052,(P1) IFC Quantities
3mI_gJGe11aesyZ1BnwxK8,Pfosten rechteckig:Forster 60 x 90:1753152,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
3mI_gJGe11aesyZ1BnwxK9,Pfosten rechteckig:Forster 60 x 90:1753153,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
3mI_gJGe11aesyZ1BnwxKA,Pfosten rechteckig:Forster 60 x 90:1753154,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.0235,(P1) IFC Quantities,0.1734,(P2) Bounding Box Surface,0.0078,(P1) IFC Quantities
3mI_gJGe11aesyZ1BnwxKB,Pfosten rechteckig:Forster 60 x 90:1753155,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.5835,(P1) IFC Quantities,0.2584,(P2) Bounding Box Surface,0.0119,(P1) IFC Quantities
3mI_gJGe11aesyZ1BnwxKC,Pfosten rechteckig:Forster 60 x 90:1753156,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.1777,(P1) IFC Quantities,0.1887,(P2) Bounding Box Surface,0.0086,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOWn,Pfosten rechteckig:Forster 60 x 90:1755198,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.72,(P1) IFC Quantities,0.1224,(P2) Bounding Box Surface,0.0056,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOZ6,Pfosten rechteckig:Forster 60 x 90:1755337,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.9547,(P1) IFC Quantities,0.1615,(P2) Bounding Box Surface,0.0075,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOZ5,Pfosten rechteckig:Forster 60 x 90:1755338,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOZ4,Pfosten rechteckig:Forster 60 x 90:1755339,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOZ3,Pfosten rechteckig:Forster 60 x 90:1755340,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOZ2,Pfosten rechteckig:Forster 60 x 90:1755341,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.942,(P1) IFC Quantities,0.1598,(P2) Bounding Box Surface,0.0074,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOZ1,Pfosten rechteckig:Forster 60 x 90:1755342,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.75,(P1) IFC Quantities,0.1275,(P2) Bounding Box Surface,0.0059,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOZ0,Pfosten rechteckig:Forster 60 x 90:1755343,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.75,(P1) IFC Quantities,0.1275,(P2) Bounding Box Surface,0.0059,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOZV,Pfosten rechteckig:Forster 60 x 90:1755344,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.75,(P1) IFC Quantities,0.1275,(P2) Bounding Box Surface,0.0059,(P1) IFC Quantities
3mEEkmrT97eAmn8ALxnOZU,Pfosten rechteckig:Forster 60 x 90:1755345,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.75,(P1) IFC Quantities,0.1275,(P2) Bounding Box Surface,0.0059,(P1) IFC Quantities
2rph2ZE798APEdFkAwOFm1,Pfosten rechteckig:Forster 60 x 90:1939842,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.9984,(P1) IFC Quantities,0.17,(P2) Bounding Box Surface,0.0076,(P1) IFC Quantities
1Vlw9LY_P3DPpfMF7Qz1CP,Pfosten rechteckig:Forster 60 x 90:2641348,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.415,(P1) IFC Quantities,0.0595,(P2) Bounding Box Surface,0.0027,(P1) IFC Quantities
1Vlw9LY_P3DPpfMF7Qz1Cu,Pfosten rechteckig:Forster 60 x 90:2641381,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.3967,(P1) IFC Quantities,0.0561,(P2) Bounding Box Surface,0.0026,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO8e,Pfosten rechteckig:Forster 60 x 90:2668345,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.447,(P1) IFC Quantities,0.2465,(P2) Bounding Box Surface,0.0113,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO9K,Pfosten rechteckig:Forster 60 x 90:2668357,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.447,(P1) IFC Quantities,0.2465,(P2) Bounding Box Surface,0.0113,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOO93,Pfosten rechteckig:Forster 60 x 90:2668370,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAI,Pfosten rechteckig:Forster 60 x 90:2668419,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOAk,Pfosten rechteckig:Forster 60 x 90:2668479,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOBR,Pfosten rechteckig:Forster 60 x 90:2668490,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOqL,Pfosten rechteckig:Forster 60 x 90:2668548,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOq1,Pfosten rechteckig:Forster 60 x 90:2668560,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOrn,Pfosten rechteckig:Forster 60 x 90:2668640,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOri,Pfosten rechteckig:Forster 60 x 90:2668669,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.7365,(P1) IFC Quantities,0.2958,(P2) Bounding Box Surface,0.0134,(P1) IFC Quantities
1a1$QVmKz8nRXZVkIMOOsA,Pfosten rechteckig:Forster 60 x 90:2668699,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.11,(P1) IFC Quantities,0.1887,(P2) Bounding Box Surface,0.0087,(P1) IFC Quantities
2Iy4ddKST3VxQgqLMkD6kT,Pfosten rechteckig:Forster 60 x 90:2670381,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.11,(P1) IFC Quantities,0.1887,(P2) Bounding Box Surface,0.0087,(P1) IFC Quantities
1RSpNUafD2EO7VqckljMtu,Pfosten rechteckig:Forster 60 x 90:2684109,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWG6n,Pfosten rechteckig:Forster 60 x 90:2926529,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1ran6Ok$9Ds9z8nLFEWGy6,Pfosten rechteckig:Forster 60 x 90:2926966,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.0976,(P1) IFC Quantities,0.1751,(P2) Bounding Box Surface,0.0078,(P1) IFC Quantities
2w96LHGif6cByum1oIr6B4,Pfosten rechteckig:Forster 60 x 90:2976339,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
2ZEaEnoy55huXLi0LJCbIw,Pfosten rechteckig:Forster 60 x 90:3721788,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.447,(P1) IFC Quantities,0.2465,(P2) Bounding Box Surface,0.0113,(P1) IFC Quantities
2ZEaEnoy55huXLi0LJCbJ2,Pfosten rechteckig:Forster 60 x 90:3721796,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.447,(P1) IFC Quantities,0.2465,(P2) Bounding Box Surface,0.0113,(P1) IFC Quantities
3XpQVXdEDEMOcDPbjXD7fH,Pfosten rechteckig:Forster 60 x 90:3778983,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.75,(P1) IFC Quantities,0.1275,(P2) Bounding Box Surface,0.0059,(P1) IFC Quantities
3XpQVXdEDEMOcDPbjXD7fA,Pfosten rechteckig:Forster 60 x 90:3778988,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.75,(P1) IFC Quantities,0.1275,(P2) Bounding Box Surface,0.0059,(P1) IFC Quantities
1m1JqXT157Sgf$Pr$flGIL,Pfosten rechteckig:Forster 60 x 90:3872826,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
1m1JqXT157Sgf$Pr$flGJK,Pfosten rechteckig:Forster 60 x 90:3872891,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.3966,(P1) IFC Quantities,0.238,(P2) Bounding Box Surface,0.0109,(P1) IFC Quantities
1m1JqXT157Sgf$Pr$flGGl,Pfosten rechteckig:Forster 60 x 90:3872896,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.3,(P1) IFC Quantities,0.221,(P2) Bounding Box Surface,0.0102,(P1) IFC Quantities
1m1JqXT157Sgf$Pr$flGGE,Pfosten rechteckig:Forster 60 x 90:3872929,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
3Kl5lzGIPF_xlGYlRAhK9X,Pfosten rechteckig:Forster 60 x 90:4789282,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.8535,(P1) IFC Quantities,0.1343,(P2) Bounding Box Surface,0.0061,(P1) IFC Quantities
3Kl5lzGIPF_xlGYlRAhKe_,Pfosten rechteckig:Forster 60 x 90:4791421,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.24,(P1) IFC Quantities,0.2108,(P2) Bounding Box Surface,0.0097,(P1) IFC Quantities
2I5zhhgbX0S9rytdIBc62a,Pfosten rechteckig:Forster 60 x 90:4792784,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.0655,(P1) IFC Quantities,0.17,(P2) Bounding Box Surface,0.0077,(P1) IFC Quantities
19HqWUPMj9XhFWi4CH09I_,Pfosten rechteckig:Forster 60 x 90:4817109,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.8646,(P1) IFC Quantities,0.1462,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S6Fa,Pfosten rechteckig:Forster 60 x 90:4827388,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.8646,(P1) IFC Quantities,0.1462,(P2) Bounding Box Surface,0.0068,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S6Aq,Pfosten rechteckig:Forster 60 x 90:4827564,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.6016,(P1) IFC Quantities,0.102,(P2) Bounding Box Surface,0.0045,(P1) IFC Quantities
0ygEU9Hxz488eSKHC_S613,Pfosten rechteckig:Forster 60 x 90:4827995,IfcMember,Pfosten rechteckig:Forster 60 x 90,0.5674,(P1) IFC Quantities,0.0969,(P2) Bounding Box Surface,0.0044,(P1) IFC Quantities
3FSUdCYMP6oPsahVssyWfZ,Pfosten rechteckig:Forster 60 x 90:4836544,IfcMember,Pfosten rechteckig:Forster 60 x 90,1.2285,(P1) IFC Quantities,0.1972,(P2) Bounding Box Surface,0.0089,(P1) IFC Quantities
